language,reference,russian_source_lexeme,russian_ipa,target_ipa,change,total_units_per_word,changes_per_word,type_of_change,time_of_borrowing,lemma_frequency_ipm
Avar,Gimbatov 2006,аборт,A,a,no_change,5,0,no_change,Soviet,8.3
Avar,Gimbatov 2006,аборт,b,b,no_change,5,0,no_change,Soviet,8.3
Avar,Gimbatov 2006,аборт,o,o,no_change,5,0,no_change,Soviet,8.3
Avar,Gimbatov 2006,аборт,r,r,no_change,5,0,no_change,Soviet,8.3
Avar,Gimbatov 2006,аборт,t,t,no_change,5,0,no_change,Soviet,8.3
Botlikh,"Alekseev, Azaev 2019",аборт,A,a,no_change,5,0,no_change,Soviet,8.3
Botlikh,"Alekseev, Azaev 2019",аборт,b,b,no_change,5,0,no_change,Soviet,8.3
Botlikh,"Alekseev, Azaev 2019",аборт,o,o,no_change,5,0,no_change,Soviet,8.3
Botlikh,"Alekseev, Azaev 2019",аборт,r,r,no_change,5,0,no_change,Soviet,8.3
Botlikh,"Alekseev, Azaev 2019",аборт,t,t,no_change,5,0,no_change,Soviet,8.3
Akhvakh,"Magomedova, Abdulayeva 2007",аванс,A,a,no_change,6,2,no_change,Pre-Soviet,7.1
Akhvakh,"Magomedova, Abdulayeva 2007",аванс,v,w,no_change,6,2,no_change,Pre-Soviet,7.1
Akhvakh,"Magomedova, Abdulayeva 2007",аванс,a,ã,change,6,2,nasalization,Pre-Soviet,7.1
Akhvakh,"Magomedova, Abdulayeva 2007",аванс,n,0,no_change,6,2,no_change,Pre-Soviet,7.1
Akhvakh,"Magomedova, Abdulayeva 2007",аванс,s,s,no_change,6,2,no_change,Pre-Soviet,7.1
Akhvakh,"Magomedova, Abdulayeva 2007",аванс,0,i,change,6,2,final vowel epenthesis,Pre-Soviet,7.1
Avar,Gimbatov 2006,аванс,A,a,no_change,5,0,no_change,Pre-Soviet,7.1
Avar,Gimbatov 2006,аванс,v,w,no_change,5,0,no_change,Pre-Soviet,7.1
Avar,Gimbatov 2006,аванс,a,a,no_change,5,0,no_change,Pre-Soviet,7.1
Avar,Gimbatov 2006,аванс,n,n,no_change,5,0,no_change,Pre-Soviet,7.1
Avar,Gimbatov 2006,аванс,s,s,no_change,5,0,no_change,Pre-Soviet,7.1
Bagvalal,Magomedova 2004,аванс,A,a,no_change,5,0,no_change,Pre-Soviet,7.1
Bagvalal,Magomedova 2004,аванс,v,w,no_change,5,0,no_change,Pre-Soviet,7.1
Bagvalal,Magomedova 2004,аванс,a,a,no_change,5,0,no_change,Pre-Soviet,7.1
Bagvalal,Magomedova 2004,аванс,n,n,no_change,5,0,no_change,Pre-Soviet,7.1
Bagvalal,Magomedova 2004,аванс,s,s,no_change,5,0,no_change,Pre-Soviet,7.1
Botlikh,"Saidova, Abusov 2012",аванс,A,a,no_change,5,0,no_change,Pre-Soviet,7.1
Botlikh,"Saidova, Abusov 2012",аванс,v,w,no_change,5,0,no_change,Pre-Soviet,7.1
Botlikh,"Saidova, Abusov 2012",аванс,a,a,no_change,5,0,no_change,Pre-Soviet,7.1
Botlikh,"Saidova, Abusov 2012",аванс,n,n,no_change,5,0,no_change,Pre-Soviet,7.1
Botlikh,"Saidova, Abusov 2012",аванс,s,s,no_change,5,0,no_change,Pre-Soviet,7.1
Chamalal,Magomedova 1999,аванс,A,a,no_change,5,2,no_change,Pre-Soviet,7.1
Chamalal,Magomedova 1999,аванс,v,w,no_change,5,2,no_change,Pre-Soviet,7.1
Chamalal,Magomedova 1999,аванс,a,ã,change,5,2,nasalization,Pre-Soviet,7.1
Chamalal,Magomedova 1999,аванс,n,0,no_change,5,2,no_change,Pre-Soviet,7.1
Chamalal,Magomedova 1999,аванс,s,ts,change,5,2,other,Pre-Soviet,7.1
Godoberi,Saidova 2006,аванс,A,a,no_change,6,1,no_change,Pre-Soviet,7.1
Godoberi,Saidova 2006,аванс,v,w,no_change,6,1,no_change,Pre-Soviet,7.1
Godoberi,Saidova 2006,аванс,a,a,no_change,6,1,no_change,Pre-Soviet,7.1
Godoberi,Saidova 2006,аванс,n,n,no_change,6,1,no_change,Pre-Soviet,7.1
Godoberi,Saidova 2006,аванс,s,s,no_change,6,1,no_change,Pre-Soviet,7.1
Godoberi,Saidova 2006,аванс,0,i,change,6,1,final vowel epenthesis,Pre-Soviet,7.1
Karata-Tukita,"Magomedova, Khalidova 2001",аванс,A,a,no_change,6,3,no_change,Pre-Soviet,7.1
Karata-Tukita,"Magomedova, Khalidova 2001",аванс,v,m,change,6,3,other,Pre-Soviet,7.1
Karata-Tukita,"Magomedova, Khalidova 2001",аванс,a,a,no_change,6,3,no_change,Pre-Soviet,7.1
Karata-Tukita,"Magomedova, Khalidova 2001",аванс,n,n,no_change,6,3,no_change,Pre-Soviet,7.1
Karata-Tukita,"Magomedova, Khalidova 2001",аванс,s,ts,change,6,3,other,Pre-Soviet,7.1
Karata-Tukita,"Magomedova, Khalidova 2001",аванс,0,a,change,6,3,final vowel epenthesis,Pre-Soviet,7.1
Bagvalal,Magomedova 2004,авантюра,A,a,no_change,8,1,no_change,Pre-Soviet,5.5
Bagvalal,Magomedova 2004,авантюра,v,w,no_change,8,1,no_change,Pre-Soviet,5.5
Bagvalal,Magomedova 2004,авантюра,A,ã,change,8,1,nasalization,Pre-Soviet,5.5
Bagvalal,Magomedova 2004,авантюра,n,0,no_change,8,1,no_change,Pre-Soviet,5.5
Bagvalal,Magomedova 2004,авантюра,tʲ,t,no_change,8,1,no_change,Pre-Soviet,5.5
Bagvalal,Magomedova 2004,авантюра,u,u,no_change,8,1,no_change,Pre-Soviet,5.5
Bagvalal,Magomedova 2004,авантюра,r,r,no_change,8,1,no_change,Pre-Soviet,5.5
Bagvalal,Magomedova 2004,авантюра,A,a,no_change,8,1,no_change,Pre-Soviet,5.5
Bagvalal,Magomedova 2004,авантюрист,A,a,no_change,10,1,no_change,Pre-Soviet,4.1
Bagvalal,Magomedova 2004,авантюрист,v,w,no_change,10,1,no_change,Pre-Soviet,4.1
Bagvalal,Magomedova 2004,авантюрист,A,ã,change,10,1,nasalization,Pre-Soviet,4.1
Bagvalal,Magomedova 2004,авантюрист,n,0,no_change,10,1,no_change,Pre-Soviet,4.1
Bagvalal,Magomedova 2004,авантюрист,tʲ,t,no_change,10,1,no_change,Pre-Soviet,4.1
Bagvalal,Magomedova 2004,авантюрист,U,u,no_change,10,1,no_change,Pre-Soviet,4.1
Bagvalal,Magomedova 2004,авантюрист,rʲ,r,no_change,10,1,no_change,Pre-Soviet,4.1
Bagvalal,Magomedova 2004,авантюрист,i,i,no_change,10,1,no_change,Pre-Soviet,4.1
Bagvalal,Magomedova 2004,авантюрист,s,s,no_change,10,1,no_change,Pre-Soviet,4.1
Bagvalal,Magomedova 2004,авантюрист,t,t,no_change,10,1,no_change,Pre-Soviet,4.1
Bagvalal,Magomedova 2004,авантюристка,A,a,no_change,12,2,no_change,Pre-Soviet,0.6
Bagvalal,Magomedova 2004,авантюристка,v,w,no_change,12,2,no_change,Pre-Soviet,0.6
Bagvalal,Magomedova 2004,авантюристка,A,ã,change,12,2,nasalization,Pre-Soviet,0.6
Bagvalal,Magomedova 2004,авантюристка,n,0,no_change,12,2,no_change,Pre-Soviet,0.6
Bagvalal,Magomedova 2004,авантюристка,tʲ,t,no_change,12,2,no_change,Pre-Soviet,0.6
Bagvalal,Magomedova 2004,авантюристка,U,u,no_change,12,2,no_change,Pre-Soviet,0.6
Bagvalal,Magomedova 2004,авантюристка,rʲ,r,no_change,12,2,no_change,Pre-Soviet,0.6
Bagvalal,Magomedova 2004,авантюристка,i,i,no_change,12,2,no_change,Pre-Soviet,0.6
Bagvalal,Magomedova 2004,авантюристка,s,s,no_change,12,2,no_change,Pre-Soviet,0.6
Bagvalal,Magomedova 2004,авантюристка,t,0,change,12,2,middle consonant deletion,Pre-Soviet,0.6
Bagvalal,Magomedova 2004,авантюристка,k,k,no_change,12,2,no_change,Pre-Soviet,0.6
Bagvalal,Magomedova 2004,авантюристка,A,a,no_change,12,2,no_change,Pre-Soviet,0.6
Akhvakh,"Magomedova, Abdulayeva 2007",авария,A,a,no_change,7,0,no_change,Pre-Soviet,29.6
Akhvakh,"Magomedova, Abdulayeva 2007",авария,v,w,no_change,7,0,no_change,Pre-Soviet,29.6
Akhvakh,"Magomedova, Abdulayeva 2007",авария,a,a,no_change,7,0,no_change,Pre-Soviet,29.6
Akhvakh,"Magomedova, Abdulayeva 2007",авария,rʲ,r,no_change,7,0,no_change,Pre-Soviet,29.6
Akhvakh,"Magomedova, Abdulayeva 2007",авария,I,i,no_change,7,0,no_change,Pre-Soviet,29.6
Akhvakh,"Magomedova, Abdulayeva 2007",авария,j,j,no_change,7,0,no_change,Pre-Soviet,29.6
Akhvakh,"Magomedova, Abdulayeva 2007",авария,A,a,no_change,7,0,no_change,Pre-Soviet,29.6
Avar,Gimbatov 2006,авария,A,a,no_change,7,0,no_change,Pre-Soviet,29.6
Avar,Gimbatov 2006,авария,v,w,no_change,7,0,no_change,Pre-Soviet,29.6
Avar,Gimbatov 2006,авария,a,a,no_change,7,0,no_change,Pre-Soviet,29.6
Avar,Gimbatov 2006,авария,rʲ,r,no_change,7,0,no_change,Pre-Soviet,29.6
Avar,Gimbatov 2006,авария,I,i,no_change,7,0,no_change,Pre-Soviet,29.6
Avar,Gimbatov 2006,авария,j,j,no_change,7,0,no_change,Pre-Soviet,29.6
Avar,Gimbatov 2006,авария,A,a,no_change,7,0,no_change,Pre-Soviet,29.6
Bagvalal,Magomedova 2004,авария,A,a,no_change,7,0,no_change,Pre-Soviet,29.6
Bagvalal,Magomedova 2004,авария,v,w,no_change,7,0,no_change,Pre-Soviet,29.6
Bagvalal,Magomedova 2004,авария,a,a,no_change,7,0,no_change,Pre-Soviet,29.6
Bagvalal,Magomedova 2004,авария,rʲ,r,no_change,7,0,no_change,Pre-Soviet,29.6
Bagvalal,Magomedova 2004,авария,I,i,no_change,7,0,no_change,Pre-Soviet,29.6
Bagvalal,Magomedova 2004,авария,j,j,no_change,7,0,no_change,Pre-Soviet,29.6
Bagvalal,Magomedova 2004,авария,A,a,no_change,7,0,no_change,Pre-Soviet,29.6
Botlikh,"Alekseev, Azaev 2019",авария,A,a,no_change,7,2,no_change,Pre-Soviet,29.6
Botlikh,"Alekseev, Azaev 2019",авария,v,w,no_change,7,2,no_change,Pre-Soviet,29.6
Botlikh,"Alekseev, Azaev 2019",авария,a,a,no_change,7,2,no_change,Pre-Soviet,29.6
Botlikh,"Alekseev, Azaev 2019",авария,rʲ,r,no_change,7,2,no_change,Pre-Soviet,29.6
Botlikh,"Alekseev, Azaev 2019",авария,I,i,no_change,7,2,no_change,Pre-Soviet,29.6
Botlikh,"Alekseev, Azaev 2019",авария,j,0,change,7,2,other,Pre-Soviet,29.6
Botlikh,"Alekseev, Azaev 2019",авария,A,0,change,7,2,final vowel deletion,Pre-Soviet,29.6
Godoberi,Saidova 2006,авария,A,a,no_change,7,3,no_change,Pre-Soviet,29.6
Godoberi,Saidova 2006,авария,v,w,no_change,7,3,no_change,Pre-Soviet,29.6
Godoberi,Saidova 2006,авария,a,a,no_change,7,3,no_change,Pre-Soviet,29.6
Godoberi,Saidova 2006,авария,rʲ,r,no_change,7,3,no_change,Pre-Soviet,29.6
Godoberi,Saidova 2006,авария,I,a,change,7,3,other,Pre-Soviet,29.6
Godoberi,Saidova 2006,авария,j,0,change,7,3,other,Pre-Soviet,29.6
Godoberi,Saidova 2006,авария,A,0,change,7,3,final vowel deletion,Pre-Soviet,29.6
Avar,Gimbatov 2006,автобиография,A,a,no_change,14,0,no_change,Pre-Soviet,4
Avar,Gimbatov 2006,автобиография,V,w,no_change,14,0,no_change,Pre-Soviet,4
Avar,Gimbatov 2006,автобиография,t,t,no_change,14,0,no_change,Pre-Soviet,4
Avar,Gimbatov 2006,автобиография,O,a,no_change,14,0,no_change,Pre-Soviet,4
Avar,Gimbatov 2006,автобиография,bʲ,b,no_change,14,0,no_change,Pre-Soviet,4
Avar,Gimbatov 2006,автобиография,I,i,no_change,14,0,no_change,Pre-Soviet,4
Avar,Gimbatov 2006,автобиография,O,o,no_change,14,0,no_change,Pre-Soviet,4
Avar,Gimbatov 2006,автобиография,g,g,no_change,14,0,no_change,Pre-Soviet,4
Avar,Gimbatov 2006,автобиография,r,r,no_change,14,0,no_change,Pre-Soviet,4
Avar,Gimbatov 2006,автобиография,a,a,no_change,14,0,no_change,Pre-Soviet,4
Avar,Gimbatov 2006,автобиография,fʲ,f,no_change,14,0,no_change,Pre-Soviet,4
Avar,Gimbatov 2006,автобиография,I,i,no_change,14,0,no_change,Pre-Soviet,4
Avar,Gimbatov 2006,автобиография,j,j,no_change,14,0,no_change,Pre-Soviet,4
Avar,Gimbatov 2006,автобиография,A,a,no_change,14,0,no_change,Pre-Soviet,4
Avar,Gimbatov 2006,автобус,A,a,no_change,7,0,no_change,Soviet,64.8
Avar,Gimbatov 2006,автобус,V,w,no_change,7,0,no_change,Soviet,64.8
Avar,Gimbatov 2006,автобус,t,t,no_change,7,0,no_change,Soviet,64.8
Avar,Gimbatov 2006,автобус,o,o,no_change,7,0,no_change,Soviet,64.8
Avar,Gimbatov 2006,автобус,b,b,no_change,7,0,no_change,Soviet,64.8
Avar,Gimbatov 2006,автобус,U,u,no_change,7,0,no_change,Soviet,64.8
Avar,Gimbatov 2006,автобус,s,s,no_change,7,0,no_change,Soviet,64.8
Bagvalal,Magomedova 2004,автобус,A,a,no_change,7,1,no_change,Soviet,64.8
Bagvalal,Magomedova 2004,автобус,V,w,no_change,7,1,no_change,Soviet,64.8
Bagvalal,Magomedova 2004,автобус,t,t,no_change,7,1,no_change,Soviet,64.8
Bagvalal,Magomedova 2004,автобус,o,oː,no_change,7,1,no_change,Soviet,64.8
Bagvalal,Magomedova 2004,автобус,b,b,no_change,7,1,no_change,Soviet,64.8
Bagvalal,Magomedova 2004,автобус,U,u,no_change,7,1,no_change,Soviet,64.8
Bagvalal,Magomedova 2004,автобус,s,z,change,7,1,voicing,Soviet,64.8
Botlikh,"Alekseev, Azaev 2019",автобус,A,a,no_change,7,0,no_change,Soviet,64.8
Botlikh,"Alekseev, Azaev 2019",автобус,V,w,no_change,7,0,no_change,Soviet,64.8
Botlikh,"Alekseev, Azaev 2019",автобус,t,t,no_change,7,0,no_change,Soviet,64.8
Botlikh,"Alekseev, Azaev 2019",автобус,o,o,no_change,7,0,no_change,Soviet,64.8
Botlikh,"Alekseev, Azaev 2019",автобус,b,b,no_change,7,0,no_change,Soviet,64.8
Botlikh,"Alekseev, Azaev 2019",автобус,U,u,no_change,7,0,no_change,Soviet,64.8
Botlikh,"Alekseev, Azaev 2019",автобус,s,s,no_change,7,0,no_change,Soviet,64.8
Botlikh,"Saidova, Abusov 2012",автобус,A,a,no_change,7,2,no_change,Soviet,64.8
Botlikh,"Saidova, Abusov 2012",автобус,V,b,change,7,2,other,Soviet,64.8
Botlikh,"Saidova, Abusov 2012",автобус,t,t,no_change,7,2,no_change,Soviet,64.8
Botlikh,"Saidova, Abusov 2012",автобус,o,a,change,7,2,other,Soviet,64.8
Botlikh,"Saidova, Abusov 2012",автобус,b,b,no_change,7,2,no_change,Soviet,64.8
Botlikh,"Saidova, Abusov 2012",автобус,U,u,no_change,7,2,no_change,Soviet,64.8
Botlikh,"Saidova, Abusov 2012",автобус,s,s,no_change,7,2,no_change,Soviet,64.8
Godoberi,Saidova 2006,автобус,A,a,no_change,8,3,no_change,Soviet,64.8
Godoberi,Saidova 2006,автобус,V,b,change,8,3,other,Soviet,64.8
Godoberi,Saidova 2006,автобус,t,t,no_change,8,3,no_change,Soviet,64.8
Godoberi,Saidova 2006,автобус,o,a,change,8,3,other,Soviet,64.8
Godoberi,Saidova 2006,автобус,b,b,no_change,8,3,no_change,Soviet,64.8
Godoberi,Saidova 2006,автобус,U,u,no_change,8,3,no_change,Soviet,64.8
Godoberi,Saidova 2006,автобус,s,s,no_change,8,3,no_change,Soviet,64.8
Godoberi,Saidova 2006,автобус,0,u,change,8,3,final vowel epenthesis,Soviet,64.8
Tindi,Magomedova 2003,автобус,A,a,no_change,8,4,no_change,Soviet,64.8
Tindi,Magomedova 2003,автобус,V,0,change,8,4,middle consonant deletion,Soviet,64.8
Tindi,Magomedova 2003,автобус,t,t,no_change,8,4,no_change,Soviet,64.8
Tindi,Magomedova 2003,автобус,o,a,change,8,4,other,Soviet,64.8
Tindi,Magomedova 2003,автобус,b,b,no_change,8,4,no_change,Soviet,64.8
Tindi,Magomedova 2003,автобус,U,u,no_change,8,4,no_change,Soviet,64.8
Tindi,Magomedova 2003,автобус,s,z,change,8,4,other,Soviet,64.8
Tindi,Magomedova 2003,автобус,0,i,change,8,4,final vowel epenthesis,Soviet,64.8
Avar,Gimbatov 2006,автомат,A,a,no_change,7,0,no_change,Pre-Soviet,56
Avar,Gimbatov 2006,автомат,V,w,no_change,7,0,no_change,Pre-Soviet,56
Avar,Gimbatov 2006,автомат,t,t,no_change,7,0,no_change,Pre-Soviet,56
Avar,Gimbatov 2006,автомат,O,a,no_change,7,0,no_change,Pre-Soviet,56
Avar,Gimbatov 2006,автомат,m,m,no_change,7,0,no_change,Pre-Soviet,56
Avar,Gimbatov 2006,автомат,a,a,no_change,7,0,no_change,Pre-Soviet,56
Avar,Gimbatov 2006,автомат,t,t,no_change,7,0,no_change,Pre-Soviet,56
Bagvalal,Magomedova 2004,автомат,A,a,no_change,7,1,no_change,Pre-Soviet,56
Bagvalal,Magomedova 2004,автомат,V,b,change,7,1,other,Pre-Soviet,56
Bagvalal,Magomedova 2004,автомат,t,t,no_change,7,1,no_change,Pre-Soviet,56
Bagvalal,Magomedova 2004,автомат,O,a,no_change,7,1,no_change,Pre-Soviet,56
Bagvalal,Magomedova 2004,автомат,m,m,no_change,7,1,no_change,Pre-Soviet,56
Bagvalal,Magomedova 2004,автомат,a,a,no_change,7,1,no_change,Pre-Soviet,56
Bagvalal,Magomedova 2004,автомат,t,t,no_change,7,1,no_change,Pre-Soviet,56
Botlikh,"Alekseev, Azaev 2019",автомат,A,a,no_change,7,0,no_change,Pre-Soviet,56
Botlikh,"Alekseev, Azaev 2019",автомат,V,w,no_change,7,0,no_change,Pre-Soviet,56
Botlikh,"Alekseev, Azaev 2019",автомат,t,t,no_change,7,0,no_change,Pre-Soviet,56
Botlikh,"Alekseev, Azaev 2019",автомат,O,a,no_change,7,0,no_change,Pre-Soviet,56
Botlikh,"Alekseev, Azaev 2019",автомат,m,m,no_change,7,0,no_change,Pre-Soviet,56
Botlikh,"Alekseev, Azaev 2019",автомат,a,a,no_change,7,0,no_change,Pre-Soviet,56
Botlikh,"Alekseev, Azaev 2019",автомат,t,t,no_change,7,0,no_change,Pre-Soviet,56
Botlikh,"Saidova, Abusov 2012",автомат,A,a,no_change,7,1,no_change,Pre-Soviet,56
Botlikh,"Saidova, Abusov 2012",автомат,V,b,change,7,1,other,Pre-Soviet,56
Botlikh,"Saidova, Abusov 2012",автомат,t,t,no_change,7,1,no_change,Pre-Soviet,56
Botlikh,"Saidova, Abusov 2012",автомат,O,a,no_change,7,1,no_change,Pre-Soviet,56
Botlikh,"Saidova, Abusov 2012",автомат,m,m,no_change,7,1,no_change,Pre-Soviet,56
Botlikh,"Saidova, Abusov 2012",автомат,a,a,no_change,7,1,no_change,Pre-Soviet,56
Botlikh,"Saidova, Abusov 2012",автомат,t,t,no_change,7,1,no_change,Pre-Soviet,56
Godoberi,Saidova 2006,автомат,A,a,no_change,8,1,no_change,Pre-Soviet,56
Godoberi,Saidova 2006,автомат,V,w,no_change,8,1,no_change,Pre-Soviet,56
Godoberi,Saidova 2006,автомат,t,t,no_change,8,1,no_change,Pre-Soviet,56
Godoberi,Saidova 2006,автомат,O,a,no_change,8,1,no_change,Pre-Soviet,56
Godoberi,Saidova 2006,автомат,m,m,no_change,8,1,no_change,Pre-Soviet,56
Godoberi,Saidova 2006,автомат,a,a,no_change,8,1,no_change,Pre-Soviet,56
Godoberi,Saidova 2006,автомат,t,t,no_change,8,1,no_change,Pre-Soviet,56
Godoberi,Saidova 2006,автомат,0,i,change,8,1,final vowel epenthesis,Pre-Soviet,56
Avar,Gimbatov 2006,автомашина,A,a,no_change,10,0,no_change,Soviet,10.4
Avar,Gimbatov 2006,автомашина,V,w,no_change,10,0,no_change,Soviet,10.4
Avar,Gimbatov 2006,автомашина,t,t,no_change,10,0,no_change,Soviet,10.4
Avar,Gimbatov 2006,автомашина,O,a,no_change,10,0,no_change,Soviet,10.4
Avar,Gimbatov 2006,автомашина,m,m,no_change,10,0,no_change,Soviet,10.4
Avar,Gimbatov 2006,автомашина,A,a,no_change,10,0,no_change,Soviet,10.4
Avar,Gimbatov 2006,автомашина,ʃ,ʃ,no_change,10,0,no_change,Soviet,10.4
Avar,Gimbatov 2006,автомашина,i,i,no_change,10,0,no_change,Soviet,10.4
Avar,Gimbatov 2006,автомашина,n,n,no_change,10,0,no_change,Soviet,10.4
Avar,Gimbatov 2006,автомашина,A,a,no_change,10,0,no_change,Soviet,10.4
Botlikh,"Alekseev, Azaev 2019",автомашина,A,a,no_change,10,0,no_change,Soviet,10.4
Botlikh,"Alekseev, Azaev 2019",автомашина,V,w,no_change,10,0,no_change,Soviet,10.4
Botlikh,"Alekseev, Azaev 2019",автомашина,t,t,no_change,10,0,no_change,Soviet,10.4
Botlikh,"Alekseev, Azaev 2019",автомашина,O,a,no_change,10,0,no_change,Soviet,10.4
Botlikh,"Alekseev, Azaev 2019",автомашина,m,m,no_change,10,0,no_change,Soviet,10.4
Botlikh,"Alekseev, Azaev 2019",автомашина,A,a,no_change,10,0,no_change,Soviet,10.4
Botlikh,"Alekseev, Azaev 2019",автомашина,ʃ,ʃ,no_change,10,0,no_change,Soviet,10.4
Botlikh,"Alekseev, Azaev 2019",автомашина,i,i,no_change,10,0,no_change,Soviet,10.4
Botlikh,"Alekseev, Azaev 2019",автомашина,n,n,no_change,10,0,no_change,Soviet,10.4
Botlikh,"Alekseev, Azaev 2019",автомашина,A,a,no_change,10,0,no_change,Soviet,10.4
Andi,Salimov 2010,автомобиль,A,a,no_change,9,1,no_change,Soviet,156.9
Andi,Salimov 2010,автомобиль,V,b,change,9,1,other,Soviet,156.9
Andi,Salimov 2010,автомобиль,t,t,no_change,9,1,no_change,Soviet,156.9
Andi,Salimov 2010,автомобиль,O,a,no_change,9,1,no_change,Soviet,156.9
Andi,Salimov 2010,автомобиль,m,m,no_change,9,1,no_change,Soviet,156.9
Andi,Salimov 2010,автомобиль,O,a,no_change,9,1,no_change,Soviet,156.9
Andi,Salimov 2010,автомобиль,bʲ,b,no_change,9,1,no_change,Soviet,156.9
Andi,Salimov 2010,автомобиль,i,i,no_change,9,1,no_change,Soviet,156.9
Andi,Salimov 2010,автомобиль,lʲ,l,no_change,9,1,no_change,Soviet,156.9
Avar,Gimbatov 2006,автомобиль,A,a,no_change,9,0,no_change,Soviet,156.9
Avar,Gimbatov 2006,автомобиль,V,w,no_change,9,0,no_change,Soviet,156.9
Avar,Gimbatov 2006,автомобиль,t,t,no_change,9,0,no_change,Soviet,156.9
Avar,Gimbatov 2006,автомобиль,O,a,no_change,9,0,no_change,Soviet,156.9
Avar,Gimbatov 2006,автомобиль,m,m,no_change,9,0,no_change,Soviet,156.9
Avar,Gimbatov 2006,автомобиль,O,a,no_change,9,0,no_change,Soviet,156.9
Avar,Gimbatov 2006,автомобиль,bʲ,b,no_change,9,0,no_change,Soviet,156.9
Avar,Gimbatov 2006,автомобиль,i,i,no_change,9,0,no_change,Soviet,156.9
Avar,Gimbatov 2006,автомобиль,lʲ,l,no_change,9,0,no_change,Soviet,156.9
Botlikh,"Alekseev, Azaev 2019",автомобиль,A,a,no_change,9,0,no_change,Soviet,156.9
Botlikh,"Alekseev, Azaev 2019",автомобиль,V,w,no_change,9,0,no_change,Soviet,156.9
Botlikh,"Alekseev, Azaev 2019",автомобиль,t,t,no_change,9,0,no_change,Soviet,156.9
Botlikh,"Alekseev, Azaev 2019",автомобиль,O,a,no_change,9,0,no_change,Soviet,156.9
Botlikh,"Alekseev, Azaev 2019",автомобиль,m,m,no_change,9,0,no_change,Soviet,156.9
Botlikh,"Alekseev, Azaev 2019",автомобиль,O,a,no_change,9,0,no_change,Soviet,156.9
Botlikh,"Alekseev, Azaev 2019",автомобиль,bʲ,b,no_change,9,0,no_change,Soviet,156.9
Botlikh,"Alekseev, Azaev 2019",автомобиль,i,i,no_change,9,0,no_change,Soviet,156.9
Botlikh,"Alekseev, Azaev 2019",автомобиль,lʲ,l,no_change,9,0,no_change,Soviet,156.9
Bagvalal,Magomedova 2004,автономия,A,a,no_change,10,1,no_change,Pre-Soviet,8.9
Bagvalal,Magomedova 2004,автономия,V,b,change,10,1,other,Pre-Soviet,8.9
Bagvalal,Magomedova 2004,автономия,t,t,no_change,10,1,no_change,Pre-Soviet,8.9
Bagvalal,Magomedova 2004,автономия,O,a,no_change,10,1,no_change,Pre-Soviet,8.9
Bagvalal,Magomedova 2004,автономия,n,n,no_change,10,1,no_change,Pre-Soviet,8.9
Bagvalal,Magomedova 2004,автономия,o,o,no_change,10,1,no_change,Pre-Soviet,8.9
Bagvalal,Magomedova 2004,автономия,mʲ,m,no_change,10,1,no_change,Pre-Soviet,8.9
Bagvalal,Magomedova 2004,автономия,I,i,no_change,10,1,no_change,Pre-Soviet,8.9
Bagvalal,Magomedova 2004,автономия,j,j,no_change,10,1,no_change,Pre-Soviet,8.9
Bagvalal,Magomedova 2004,автономия,A,a,no_change,10,1,no_change,Pre-Soviet,8.9
Avar,Gimbatov 2006,авторучка,A,a,no_change,9,0,no_change,Soviet,3.8
Avar,Gimbatov 2006,авторучка,V,w,no_change,9,0,no_change,Soviet,3.8
Avar,Gimbatov 2006,авторучка,t,t,no_change,9,0,no_change,Soviet,3.8
Avar,Gimbatov 2006,авторучка,O,a,no_change,9,0,no_change,Soviet,3.8
Avar,Gimbatov 2006,авторучка,r,r,no_change,9,0,no_change,Soviet,3.8
Avar,Gimbatov 2006,авторучка,u,u,no_change,9,0,no_change,Soviet,3.8
Avar,Gimbatov 2006,авторучка,tɕ,tʃ,no_change,9,0,no_change,Soviet,3.8
Avar,Gimbatov 2006,авторучка,k,k,no_change,9,0,no_change,Soviet,3.8
Avar,Gimbatov 2006,авторучка,A,a,no_change,9,0,no_change,Soviet,3.8
Botlikh,"Alekseev, Azaev 2019",авторучка,A,a,no_change,9,0,no_change,Soviet,3.8
Botlikh,"Alekseev, Azaev 2019",авторучка,V,w,no_change,9,0,no_change,Soviet,3.8
Botlikh,"Alekseev, Azaev 2019",авторучка,t,t,no_change,9,0,no_change,Soviet,3.8
Botlikh,"Alekseev, Azaev 2019",авторучка,O,a,no_change,9,0,no_change,Soviet,3.8
Botlikh,"Alekseev, Azaev 2019",авторучка,r,r,no_change,9,0,no_change,Soviet,3.8
Botlikh,"Alekseev, Azaev 2019",авторучка,u,u,no_change,9,0,no_change,Soviet,3.8
Botlikh,"Alekseev, Azaev 2019",авторучка,tɕ,tʃ,no_change,9,0,no_change,Soviet,3.8
Botlikh,"Alekseev, Azaev 2019",авторучка,k,k,no_change,9,0,no_change,Soviet,3.8
Botlikh,"Alekseev, Azaev 2019",авторучка,A,a,no_change,9,0,no_change,Soviet,3.8
Botlikh,"Saidova, Abusov 2012",авторучка,A,a,no_change,9,1,no_change,Soviet,3.8
Botlikh,"Saidova, Abusov 2012",авторучка,V,b,change,9,1,other,Soviet,3.8
Botlikh,"Saidova, Abusov 2012",авторучка,t,t,no_change,9,1,no_change,Soviet,3.8
Botlikh,"Saidova, Abusov 2012",авторучка,O,a,no_change,9,1,no_change,Soviet,3.8
Botlikh,"Saidova, Abusov 2012",авторучка,r,r,no_change,9,1,no_change,Soviet,3.8
