language,reference,russian_source_lexeme,russian_ipa,target_ipa,change,total_units_per_word,changes_per_word,type_of_change,time_of_borrowing,lemma_frequency_ipm
Avar,Gimbatov 2006,район,A,a,no_change,5,0,no_change,Pre-Soviet,187.8
Avar,Gimbatov 2006,район,j,j,no_change,5,0,no_change,Pre-Soviet,187.8
Avar,Gimbatov 2006,район,o,o,no_change,5,0,no_change,Pre-Soviet,187.8
Avar,Gimbatov 2006,район,n,n,no_change,5,0,no_change,Pre-Soviet,187.8
Bagvalal,Magomedova 2004,район,r,r,no_change,5,1,no_change,Pre-Soviet,187.8
Bagvalal,Magomedova 2004,район,A,a,no_change,5,1,no_change,Pre-Soviet,187.8
Bagvalal,Magomedova 2004,район,j,j,no_change,5,1,no_change,Pre-Soviet,187.8
Bagvalal,Magomedova 2004,район,o,u,change,5,1,other,Pre-Soviet,187.8
Bagvalal,Magomedova 2004,район,n,n,no_change,5,1,no_change,Pre-Soviet,187.8
Botlikh,"Alekseev, Azaev 2019",район,r,r,no_change,5,0,no_change,Pre-Soviet,187.8
Botlikh,"Alekseev, Azaev 2019",район,A,a,no_change,5,0,no_change,Pre-Soviet,187.8
Botlikh,"Alekseev, Azaev 2019",район,j,j,no_change,5,0,no_change,Pre-Soviet,187.8
Botlikh,"Alekseev, Azaev 2019",район,o,o,no_change,5,0,no_change,Pre-Soviet,187.8
Botlikh,"Alekseev, Azaev 2019",район,n,n,no_change,5,0,no_change,Pre-Soviet,187.8
Godoberi,Saidova 2006,район,r,r,no_change,5,0,no_change,Pre-Soviet,187.8
Godoberi,Saidova 2006,район,A,a,no_change,5,0,no_change,Pre-Soviet,187.8
Godoberi,Saidova 2006,район,j,j,no_change,5,0,no_change,Pre-Soviet,187.8
Godoberi,Saidova 2006,район,o,o,no_change,5,0,no_change,Pre-Soviet,187.8
Godoberi,Saidova 2006,район,n,n,no_change,5,0,no_change,Pre-Soviet,187.8
Botlikh,"Saidova, Abusov 2012",райцентр,r,r,no_change,9,1,no_change,Soviet,4
Botlikh,"Saidova, Abusov 2012",райцентр,A,a,no_change,9,1,no_change,Soviet,4
Botlikh,"Saidova, Abusov 2012",райцентр,j,j,no_change,9,1,no_change,Soviet,4
Botlikh,"Saidova, Abusov 2012",райцентр,ts,ts,no_change,9,1,no_change,Soviet,4
Botlikh,"Saidova, Abusov 2012",райцентр,e,e,no_change,9,1,no_change,Soviet,4
Botlikh,"Saidova, Abusov 2012",райцентр,n,n,no_change,9,1,no_change,Soviet,4
Botlikh,"Saidova, Abusov 2012",райцентр,t,t,no_change,9,1,no_change,Soviet,4
Botlikh,"Saidova, Abusov 2012",райцентр,r,r,no_change,9,1,no_change,Soviet,4
Botlikh,"Saidova, Abusov 2012",райцентр,0,a,change,9,1,final vowel epenthesis,Soviet,4
Godoberi,Saidova 2006,райцентр,r,r,no_change,9,1,no_change,Soviet,4
Godoberi,Saidova 2006,райцентр,A,a,no_change,9,1,no_change,Soviet,4
Godoberi,Saidova 2006,райцентр,j,j,no_change,9,1,no_change,Soviet,4
Godoberi,Saidova 2006,райцентр,ts,ts,no_change,9,1,no_change,Soviet,4
Godoberi,Saidova 2006,райцентр,e,e,no_change,9,1,no_change,Soviet,4
Godoberi,Saidova 2006,райцентр,n,n,no_change,9,1,no_change,Soviet,4
Godoberi,Saidova 2006,райцентр,t,t,no_change,9,1,no_change,Soviet,4
Godoberi,Saidova 2006,райцентр,r,r,no_change,9,1,no_change,Soviet,4
Godoberi,Saidova 2006,райцентр,0,a,change,9,1,final vowel epenthesis,Soviet,4
Botlikh,"Alekseev, Azaev 2019",рак,r,r,no_change,3,0,no_change,Pre-Soviet,22.2
Botlikh,"Alekseev, Azaev 2019",рак,a,a,no_change,3,0,no_change,Pre-Soviet,22.2
Botlikh,"Alekseev, Azaev 2019",рак,k,k,no_change,3,0,no_change,Pre-Soviet,22.2
Godoberi,Saidova 2006,рак,r,r,no_change,3,0,no_change,Soviet,22.2
Godoberi,Saidova 2006,рак,a,a,no_change,3,0,no_change,Soviet,22.2
Godoberi,Saidova 2006,рак,k,k,no_change,3,0,no_change,Soviet,22.2
Avar,Gimbatov 2006,ракета,r,r,no_change,6,0,no_change,Pre-Soviet,62.9
Avar,Gimbatov 2006,ракета,A,a,no_change,6,0,no_change,Pre-Soviet,62.9
Avar,Gimbatov 2006,ракета,kʲ,k,no_change,6,0,no_change,Pre-Soviet,62.9
Avar,Gimbatov 2006,ракета,e,e,no_change,6,0,no_change,Pre-Soviet,62.9
Avar,Gimbatov 2006,ракета,t,t,no_change,6,0,no_change,Pre-Soviet,62.9
Avar,Gimbatov 2006,ракета,A,a,no_change,6,0,no_change,Pre-Soviet,62.9
Bagvalal,Magomedova 2004,ракета,r,r,no_change,6,0,no_change,Pre-Soviet,62.9
Bagvalal,Magomedova 2004,ракета,A,a,no_change,6,0,no_change,Pre-Soviet,62.9
Bagvalal,Magomedova 2004,ракета,kʲ,k,no_change,6,0,no_change,Pre-Soviet,62.9
Bagvalal,Magomedova 2004,ракета,e,e,no_change,6,0,no_change,Pre-Soviet,62.9
Bagvalal,Magomedova 2004,ракета,t,t,no_change,6,0,no_change,Pre-Soviet,62.9
Bagvalal,Magomedova 2004,ракета,A,a,no_change,6,0,no_change,Pre-Soviet,62.9
Botlikh,"Saidova, Abusov 2012",ракета,r,r,no_change,6,0,no_change,Pre-Soviet,62.9
Botlikh,"Saidova, Abusov 2012",ракета,A,a,no_change,6,0,no_change,Pre-Soviet,62.9
Botlikh,"Saidova, Abusov 2012",ракета,kʲ,k,no_change,6,0,no_change,Pre-Soviet,62.9
Botlikh,"Saidova, Abusov 2012",ракета,e,e,no_change,6,0,no_change,Pre-Soviet,62.9
Botlikh,"Saidova, Abusov 2012",ракета,t,t,no_change,6,0,no_change,Pre-Soviet,62.9
Botlikh,"Saidova, Abusov 2012",ракета,A,a,no_change,6,0,no_change,Pre-Soviet,62.9
Godoberi,Saidova 2006,ракета,r,r,no_change,6,0,no_change,Pre-Soviet,62.9
Godoberi,Saidova 2006,ракета,A,a,no_change,6,0,no_change,Pre-Soviet,62.9
Godoberi,Saidova 2006,ракета,kʲ,kʲ,no_change,6,0,no_change,Pre-Soviet,62.9
Godoberi,Saidova 2006,ракета,e,e,no_change,6,0,no_change,Pre-Soviet,62.9
Godoberi,Saidova 2006,ракета,t,t,no_change,6,0,no_change,Pre-Soviet,62.9
Godoberi,Saidova 2006,ракета,A,a,no_change,6,0,no_change,Pre-Soviet,62.9
Avar,Gimbatov 2006,рама,r,r,no_change,4,0,no_change,Pre-Soviet,21.2
Avar,Gimbatov 2006,рама,a,a,no_change,4,0,no_change,Pre-Soviet,21.2
Avar,Gimbatov 2006,рама,m,m,no_change,4,0,no_change,Pre-Soviet,21.2
Avar,Gimbatov 2006,рама,A,a,no_change,4,0,no_change,Pre-Soviet,21.2
Botlikh,"Alekseev, Azaev 2019",рама,r,r,no_change,4,0,no_change,Pre-Soviet,21.2
Botlikh,"Alekseev, Azaev 2019",рама,a,a,no_change,4,0,no_change,Pre-Soviet,21.2
Botlikh,"Alekseev, Azaev 2019",рама,m,m,no_change,4,0,no_change,Pre-Soviet,21.2
Botlikh,"Alekseev, Azaev 2019",рама,A,a,no_change,4,0,no_change,Pre-Soviet,21.2
Avar,Gimbatov 2006,расизм,r,r,no_change,6,0,no_change,Soviet,3.7
Avar,Gimbatov 2006,расизм,A,a,no_change,6,0,no_change,Soviet,3.7
Avar,Gimbatov 2006,расизм,sʲ,s,no_change,6,0,no_change,Soviet,3.7
Avar,Gimbatov 2006,расизм,i,i,no_change,6,0,no_change,Soviet,3.7
Avar,Gimbatov 2006,расизм,z,z,no_change,6,0,no_change,Soviet,3.7
Avar,Gimbatov 2006,расизм,m,m,no_change,6,0,no_change,Soviet,3.7
Botlikh,"Alekseev, Azaev 2019",расизм,r,r,no_change,7,1,no_change,Soviet,3.7
Botlikh,"Alekseev, Azaev 2019",расизм,A,a,no_change,7,1,no_change,Soviet,3.7
Botlikh,"Alekseev, Azaev 2019",расизм,sʲ,s,no_change,7,1,no_change,Soviet,3.7
Botlikh,"Alekseev, Azaev 2019",расизм,i,i,no_change,7,1,no_change,Soviet,3.7
Botlikh,"Alekseev, Azaev 2019",расизм,z,z,no_change,7,1,no_change,Soviet,3.7
Botlikh,"Alekseev, Azaev 2019",расизм,m,m,no_change,7,1,no_change,Soviet,3.7
Botlikh,"Alekseev, Azaev 2019",расизм,0,a,change,7,1,final vowel epenthesis,Soviet,3.7
Botlikh,"Alekseev, Azaev 2019",расист,r,r,no_change,6,0,no_change,Soviet,1
Botlikh,"Alekseev, Azaev 2019",расист,A,a,no_change,6,0,no_change,Soviet,1
Botlikh,"Alekseev, Azaev 2019",расист,sʲ,s,no_change,6,0,no_change,Soviet,1
Botlikh,"Alekseev, Azaev 2019",расист,i,i,no_change,6,0,no_change,Soviet,1
Botlikh,"Alekseev, Azaev 2019",расист,s,s,no_change,6,0,no_change,Soviet,1
Botlikh,"Alekseev, Azaev 2019",расист,t,t,no_change,6,0,no_change,Soviet,1
Botlikh,"Alekseev, Azaev 2019",раскладушка,r,r,no_change,12,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",раскладушка,A,a,no_change,12,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",раскладушка,s,s,no_change,12,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",раскладушка,k,k,no_change,12,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",раскладушка,0,a,change,12,1,middle vowel epenthesis,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",раскладушка,l,l,no_change,12,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",раскладушка,A,a,no_change,12,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",раскладушка,d,d,no_change,12,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",раскладушка,u,u,no_change,12,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",раскладушка,ʃ,ʃ,no_change,12,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",раскладушка,k,k,no_change,12,1,no_change,Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",раскладушка,A,a,no_change,12,1,no_change,Soviet,5.3
Avar,Gimbatov 2006,расписание,r,r,no_change,11,0,no_change,Pre-Soviet,15
Avar,Gimbatov 2006,расписание,A,a,no_change,11,0,no_change,Pre-Soviet,15
Avar,Gimbatov 2006,расписание,s,s,no_change,11,0,no_change,Pre-Soviet,15
Avar,Gimbatov 2006,расписание,pʲ,p,no_change,11,0,no_change,Pre-Soviet,15
Avar,Gimbatov 2006,расписание,I,i,no_change,11,0,no_change,Pre-Soviet,15
Avar,Gimbatov 2006,расписание,s,s,no_change,11,0,no_change,Pre-Soviet,15
Avar,Gimbatov 2006,расписание,a,a,no_change,11,0,no_change,Pre-Soviet,15
Avar,Gimbatov 2006,расписание,nʲ,n,no_change,11,0,no_change,Pre-Soviet,15
Avar,Gimbatov 2006,расписание,I,i,no_change,11,0,no_change,Pre-Soviet,15
Avar,Gimbatov 2006,расписание,j,j,no_change,11,0,no_change,Pre-Soviet,15
Avar,Gimbatov 2006,расписание,E,e,no_change,11,0,no_change,Pre-Soviet,15
Botlikh,"Alekseev, Azaev 2019",расписание,r,r,no_change,11,2,no_change,Pre-Soviet,15
Botlikh,"Alekseev, Azaev 2019",расписание,A,a,no_change,11,2,no_change,Pre-Soviet,15
Botlikh,"Alekseev, Azaev 2019",расписание,s,s,no_change,11,2,no_change,Pre-Soviet,15
Botlikh,"Alekseev, Azaev 2019",расписание,pʲ,p,no_change,11,2,no_change,Pre-Soviet,15
Botlikh,"Alekseev, Azaev 2019",расписание,I,i,no_change,11,2,no_change,Pre-Soviet,15
Botlikh,"Alekseev, Azaev 2019",расписание,s,s,no_change,11,2,no_change,Pre-Soviet,15
Botlikh,"Alekseev, Azaev 2019",расписание,a,a,no_change,11,2,no_change,Pre-Soviet,15
Botlikh,"Alekseev, Azaev 2019",расписание,nʲ,n,no_change,11,2,no_change,Pre-Soviet,15
Botlikh,"Alekseev, Azaev 2019",расписание,I,i,no_change,11,2,no_change,Pre-Soviet,15
Botlikh,"Alekseev, Azaev 2019",расписание,j,0,change,11,2,other,Pre-Soviet,15
Botlikh,"Alekseev, Azaev 2019",расписание,E,0,change,11,2,final vowel deletion,Pre-Soviet,15
Godoberi,Saidova 2006,расписание,r,r,no_change,11,1,no_change,Pre-Soviet,15
Godoberi,Saidova 2006,расписание,A,a,no_change,11,1,no_change,Pre-Soviet,15
Godoberi,Saidova 2006,расписание,s,s,no_change,11,1,no_change,Pre-Soviet,15
Godoberi,Saidova 2006,расписание,pʲ,p,no_change,11,1,no_change,Pre-Soviet,15
Godoberi,Saidova 2006,расписание,I,i,no_change,11,1,no_change,Pre-Soviet,15
Godoberi,Saidova 2006,расписание,s,s,no_change,11,1,no_change,Pre-Soviet,15
Godoberi,Saidova 2006,расписание,a,a,no_change,11,1,no_change,Pre-Soviet,15
Godoberi,Saidova 2006,расписание,nʲ,n,no_change,11,1,no_change,Pre-Soviet,15
Godoberi,Saidova 2006,расписание,I,i,no_change,11,1,no_change,Pre-Soviet,15
Godoberi,Saidova 2006,расписание,j,j,no_change,11,1,no_change,Pre-Soviet,15
Godoberi,Saidova 2006,расписание,E,a,change,11,1,other,Pre-Soviet,15
Avar,Gimbatov 2006,расписка,r,r,no_change,8,0,no_change,Pre-Soviet,6.5
Avar,Gimbatov 2006,расписка,A,a,no_change,8,0,no_change,Pre-Soviet,6.5
Avar,Gimbatov 2006,расписка,s,s,no_change,8,0,no_change,Pre-Soviet,6.5
Avar,Gimbatov 2006,расписка,pʲ,p,no_change,8,0,no_change,Pre-Soviet,6.5
Avar,Gimbatov 2006,расписка,i,i,no_change,8,0,no_change,Pre-Soviet,6.5
Avar,Gimbatov 2006,расписка,s,s,no_change,8,0,no_change,Pre-Soviet,6.5
Avar,Gimbatov 2006,расписка,k,k,no_change,8,0,no_change,Pre-Soviet,6.5
Avar,Gimbatov 2006,расписка,A,a,no_change,8,0,no_change,Pre-Soviet,6.5
Botlikh,"Alekseev, Azaev 2019",расписка,r,r,no_change,8,0,no_change,Pre-Soviet,6.5
Botlikh,"Alekseev, Azaev 2019",расписка,A,a,no_change,8,0,no_change,Pre-Soviet,6.5
Botlikh,"Alekseev, Azaev 2019",расписка,s,s,no_change,8,0,no_change,Pre-Soviet,6.5
Botlikh,"Alekseev, Azaev 2019",расписка,pʲ,p,no_change,8,0,no_change,Pre-Soviet,6.5
Botlikh,"Alekseev, Azaev 2019",расписка,i,i,no_change,8,0,no_change,Pre-Soviet,6.5
Botlikh,"Alekseev, Azaev 2019",расписка,s,s,no_change,8,0,no_change,Pre-Soviet,6.5
Botlikh,"Alekseev, Azaev 2019",расписка,k,k,no_change,8,0,no_change,Pre-Soviet,6.5
Botlikh,"Alekseev, Azaev 2019",расписка,A,a,no_change,8,0,no_change,Pre-Soviet,6.5
Godoberi,Saidova 2006,расписка,r,r,no_change,8,1,no_change,Pre-Soviet,6.5
Godoberi,Saidova 2006,расписка,A,a,no_change,8,1,no_change,Pre-Soviet,6.5
Godoberi,Saidova 2006,расписка,s,s,no_change,8,1,no_change,Pre-Soviet,6.5
Godoberi,Saidova 2006,расписка,pʲ,p,no_change,8,1,no_change,Pre-Soviet,6.5
Godoberi,Saidova 2006,расписка,i,i,no_change,8,1,no_change,Pre-Soviet,6.5
Godoberi,Saidova 2006,расписка,s,s,no_change,8,1,no_change,Pre-Soviet,6.5
Godoberi,Saidova 2006,расписка,k,kʲ,change,8,1,palatalization,Pre-Soviet,6.5
Godoberi,Saidova 2006,расписка,A,a,no_change,8,1,no_change,Pre-Soviet,6.5
Botlikh,"Alekseev, Azaev 2019",растительное масло,p,p,no_change,13,4,no_change,Pre-Soviet,
Botlikh,"Alekseev, Azaev 2019",растительное масло,o,o,no_change,13,4,no_change,Pre-Soviet,
Botlikh,"Alekseev, Azaev 2019",растительное масло,s,s,no_change,13,4,no_change,Pre-Soviet,
Botlikh,"Alekseev, Azaev 2019",растительное масло,t,0,change,13,4,other,Pre-Soviet,
Botlikh,"Alekseev, Azaev 2019",растительное масло,n,n,no_change,13,4,no_change,Pre-Soviet,
Botlikh,"Alekseev, Azaev 2019",растительное масло,O,i,change,13,4,other,Pre-Soviet,
Botlikh,"Alekseev, Azaev 2019",растительное масло,j,0,change,13,4,other,Pre-Soviet,
Botlikh,"Alekseev, Azaev 2019",растительное масло,E,0,change,13,4,final vowel deletion,Pre-Soviet,
Botlikh,"Alekseev, Azaev 2019",растительное масло,m,m,no_change,13,4,no_change,Pre-Soviet,
Botlikh,"Alekseev, Azaev 2019",растительное масло,a,a,no_change,13,4,no_change,Pre-Soviet,
Botlikh,"Alekseev, Azaev 2019",растительное масло,s,s,no_change,13,4,no_change,Pre-Soviet,
Botlikh,"Alekseev, Azaev 2019",растительное масло,l,l,no_change,13,4,no_change,Pre-Soviet,
Botlikh,"Alekseev, Azaev 2019",растительное масло,O,a,no_change,13,4,no_change,Pre-Soviet,
Avar,Gimbatov 2006,растрата,r,r,no_change,9,1,no_change,Pre-Soviet,1.8
Avar,Gimbatov 2006,растрата,A,a,no_change,9,1,no_change,Pre-Soviet,1.8
Avar,Gimbatov 2006,растрата,s,s,no_change,9,1,no_change,Pre-Soviet,1.8
Avar,Gimbatov 2006,растрата,t,t,no_change,9,1,no_change,Pre-Soviet,1.8
Avar,Gimbatov 2006,растрата,0,a,change,9,1,middle vowel epenthesis,Pre-Soviet,1.8
Avar,Gimbatov 2006,растрата,r,r,no_change,9,1,no_change,Pre-Soviet,1.8
Avar,Gimbatov 2006,растрата,a,a,no_change,9,1,no_change,Pre-Soviet,1.8
Avar,Gimbatov 2006,растрата,t,t,no_change,9,1,no_change,Pre-Soviet,1.8
Avar,Gimbatov 2006,растрата,A,a,no_change,9,1,no_change,Pre-Soviet,1.8
Botlikh,"Alekseev, Azaev 2019",растрата,r,r,no_change,9,1,no_change,Pre-Soviet,1.8
Botlikh,"Alekseev, Azaev 2019",растрата,A,a,no_change,9,1,no_change,Pre-Soviet,1.8
Botlikh,"Alekseev, Azaev 2019",растрата,s,s,no_change,9,1,no_change,Pre-Soviet,1.8
Botlikh,"Alekseev, Azaev 2019",растрата,t,t,no_change,9,1,no_change,Pre-Soviet,1.8
Botlikh,"Alekseev, Azaev 2019",растрата,0,a,change,9,1,middle vowel epenthesis,Pre-Soviet,1.8
Botlikh,"Alekseev, Azaev 2019",растрата,r,r,no_change,9,1,no_change,Pre-Soviet,1.8
Botlikh,"Alekseev, Azaev 2019",растрата,a,a,no_change,9,1,no_change,Pre-Soviet,1.8
Botlikh,"Alekseev, Azaev 2019",растрата,t,t,no_change,9,1,no_change,Pre-Soviet,1.8
Botlikh,"Alekseev, Azaev 2019",растрата,A,a,no_change,9,1,no_change,Pre-Soviet,1.8
Godoberi,Saidova 2006,растрата,r,r,no_change,9,1,no_change,Pre-Soviet,1.8
Godoberi,Saidova 2006,растрата,A,a,no_change,9,1,no_change,Pre-Soviet,1.8
Godoberi,Saidova 2006,растрата,s,s,no_change,9,1,no_change,Pre-Soviet,1.8
Godoberi,Saidova 2006,растрата,t,t,no_change,9,1,no_change,Pre-Soviet,1.8
Godoberi,Saidova 2006,растрата,0,a,change,9,1,middle vowel epenthesis,Pre-Soviet,1.8
Godoberi,Saidova 2006,растрата,r,r,no_change,9,1,no_change,Pre-Soviet,1.8
Godoberi,Saidova 2006,растрата,a,a,no_change,9,1,no_change,Pre-Soviet,1.8
Godoberi,Saidova 2006,растрата,t,t,no_change,9,1,no_change,Pre-Soviet,1.8
Godoberi,Saidova 2006,растрата,A,a,no_change,9,1,no_change,Pre-Soviet,1.8
Botlikh,"Alekseev, Azaev 2019",растратчик,r,r,no_change,10,1,no_change,Soviet,0.4
Botlikh,"Alekseev, Azaev 2019",растратчик,A,a,no_change,10,1,no_change,Soviet,0.4
Botlikh,"Alekseev, Azaev 2019",растратчик,s,s,no_change,10,1,no_change,Soviet,0.4
Botlikh,"Alekseev, Azaev 2019",растратчик,t,t,no_change,10,1,no_change,Soviet,0.4
Botlikh,"Alekseev, Azaev 2019",растратчик,0,a,change,10,1,middle vowel epenthesis,Soviet,0.4
Botlikh,"Alekseev, Azaev 2019",растратчик,r,r,no_change,10,1,no_change,Soviet,0.4
Botlikh,"Alekseev, Azaev 2019",растратчик,a,a,no_change,10,1,no_change,Soviet,0.4
Botlikh,"Alekseev, Azaev 2019",растратчик,tɕ,tʃ,no_change,10,1,no_change,Soviet,0.4
Botlikh,"Alekseev, Azaev 2019",растратчик,I,i,no_change,10,1,no_change,Soviet,0.4
Botlikh,"Alekseev, Azaev 2019",растратчик,k,k,no_change,10,1,no_change,Soviet,0.4
Akhvakh,"Magomedova, Abdulayeva 2007",расчет,r,r,no_change,6,1,no_change,Pre-Soviet,108.9
Akhvakh,"Magomedova, Abdulayeva 2007",расчет,A,a,no_change,6,1,no_change,Pre-Soviet,108.9
Akhvakh,"Magomedova, Abdulayeva 2007",расчет,ɕː,ʃː,no_change,6,1,no_change,Pre-Soviet,108.9
Akhvakh,"Magomedova, Abdulayeva 2007",расчет,o,o,no_change,6,1,no_change,Pre-Soviet,108.9
Akhvakh,"Magomedova, Abdulayeva 2007",расчет,t,t,no_change,6,1,no_change,Pre-Soviet,108.9
Akhvakh,"Magomedova, Abdulayeva 2007",расчет,0,e,change,6,1,final vowel epenthesis,Pre-Soviet,108.9
Bagvalal,Magomedova 2004,расчет,r,r,no_change,5,0,no_change,Pre-Soviet,108.9
Bagvalal,Magomedova 2004,расчет,A,a,no_change,5,0,no_change,Pre-Soviet,108.9
Bagvalal,Magomedova 2004,расчет,ɕː,ʃː,no_change,5,0,no_change,Pre-Soviet,108.9
Bagvalal,Magomedova 2004,расчет,o,o,no_change,5,0,no_change,Pre-Soviet,108.9
Bagvalal,Magomedova 2004,расчет,t,t,no_change,5,0,no_change,Pre-Soviet,108.9
Chamalal,Magomedova 1999,расчет,r,r,no_change,5,0,no_change,Pre-Soviet,108.9
Chamalal,Magomedova 1999,расчет,A,a,no_change,5,0,no_change,Pre-Soviet,108.9
Chamalal,Magomedova 1999,расчет,ɕː,ʃː,no_change,5,0,no_change,Pre-Soviet,108.9
Chamalal,Magomedova 1999,расчет,o,o,no_change,5,0,no_change,Pre-Soviet,108.9
Chamalal,Magomedova 1999,расчет,t,t,no_change,5,0,no_change,Pre-Soviet,108.9
Godoberi,Saidova 2006,расчет,r,r,no_change,6,1,no_change,Pre-Soviet,108.9
Godoberi,Saidova 2006,расчет,A,a,no_change,6,1,no_change,Pre-Soviet,108.9
Godoberi,Saidova 2006,расчет,ɕː,ʃː,no_change,6,1,no_change,Pre-Soviet,108.9
Godoberi,Saidova 2006,расчет,o,o,no_change,6,1,no_change,Pre-Soviet,108.9
Godoberi,Saidova 2006,расчет,t,t,no_change,6,1,no_change,Pre-Soviet,108.9
Godoberi,Saidova 2006,расчет,0,i,change,6,1,final vowel epenthesis,Pre-Soviet,108.9
Avar,Gimbatov 2006,рахит,r,r,no_change,5,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,рахит,A,a,no_change,5,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,рахит,xʲ,χ,no_change,5,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,рахит,i,i,no_change,5,0,no_change,Soviet,1.2
Avar,Gimbatov 2006,рахит,t,t,no_change,5,0,no_change,Soviet,1.2
Botlikh,"Alekseev, Azaev 2019",рахит,r,r,no_change,5,0,no_change,Soviet,1.2
Botlikh,"Alekseev, Azaev 2019",рахит,A,a,no_change,5,0,no_change,Soviet,1.2
Botlikh,"Alekseev, Azaev 2019",рахит,xʲ,χ,no_change,5,0,no_change,Soviet,1.2
Botlikh,"Alekseev, Azaev 2019",рахит,i,i,no_change,5,0,no_change,Soviet,1.2
Botlikh,"Alekseev, Azaev 2019",рахит,t,t,no_change,5,0,no_change,Soviet,1.2
Botlikh,"Alekseev, Azaev 2019",рашпиль,r,r,no_change,6,0,no_change,Soviet,0.9
Botlikh,"Alekseev, Azaev 2019",рашпиль,a,a,no_change,6,0,no_change,Soviet,0.9
Botlikh,"Alekseev, Azaev 2019",рашпиль,ʃ,ʃ,no_change,6,0,no_change,Soviet,0.9
Botlikh,"Alekseev, Azaev 2019",рашпиль,pʲ,p,no_change,6,0,no_change,Soviet,0.9
Botlikh,"Alekseev, Azaev 2019",рашпиль,I,i,no_change,6,0,no_change,Soviet,0.9
Botlikh,"Alekseev, Azaev 2019",рашпиль,lʲ,l,no_change,6,0,no_change,Soviet,0.9
Avar,Gimbatov 2006,ревизия,rʲ,r,no_change,8,0,no_change,Pre-Soviet,5.3
Avar,Gimbatov 2006,ревизия,E,e,no_change,8,0,no_change,Pre-Soviet,5.3
Avar,Gimbatov 2006,ревизия,vʲ,w,no_change,8,0,no_change,Pre-Soviet,5.3
Avar,Gimbatov 2006,ревизия,i,i,no_change,8,0,no_change,Pre-Soviet,5.3
Avar,Gimbatov 2006,ревизия,zʲ,z,no_change,8,0,no_change,Pre-Soviet,5.3
Avar,Gimbatov 2006,ревизия,I,i,no_change,8,0,no_change,Pre-Soviet,5.3
Avar,Gimbatov 2006,ревизия,j,j,no_change,8,0,no_change,Pre-Soviet,5.3
Avar,Gimbatov 2006,ревизия,A,a,no_change,8,0,no_change,Pre-Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",ревизия,rʲ,r,no_change,8,2,no_change,Pre-Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",ревизия,E,i,no_change,8,2,no_change,Pre-Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",ревизия,vʲ,w,no_change,8,2,no_change,Pre-Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",ревизия,i,i,no_change,8,2,no_change,Pre-Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",ревизия,zʲ,z,no_change,8,2,no_change,Pre-Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",ревизия,I,i,no_change,8,2,no_change,Pre-Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",ревизия,j,0,change,8,2,other,Pre-Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",ревизия,A,0,change,8,2,final vowel deletion,Pre-Soviet,5.3
Botlikh,"Alekseev, Azaev 2019",революционер,rʲ,r,no_change,13,1,no_change,Pre-Soviet,8.9
Botlikh,"Alekseev, Azaev 2019",революционер,E,e,no_change,13,1,no_change,Pre-Soviet,8.9
Botlikh,"Alekseev, Azaev 2019",революционер,v,w,no_change,13,1,no_change,Pre-Soviet,8.9
Botlikh,"Alekseev, Azaev 2019",революционер,O,a,no_change,13,1,no_change,Pre-Soviet,8.9
Botlikh,"Alekseev, Azaev 2019",революционер,lʲ,l,no_change,13,1,no_change,Pre-Soviet,8.9
Botlikh,"Alekseev, Azaev 2019",революционер,0,j,change,13,1,other,Pre-Soviet,8.9
Botlikh,"Alekseev, Azaev 2019",революционер,U,u,no_change,13,1,no_change,Pre-Soviet,8.9
Botlikh,"Alekseev, Azaev 2019",революционер,ts,ts,no_change,13,1,no_change,Pre-Soviet,8.9
Botlikh,"Alekseev, Azaev 2019",революционер,I,i,no_change,13,1,no_change,Pre-Soviet,8.9
Botlikh,"Alekseev, Azaev 2019",революционер,O,a,no_change,13,1,no_change,Pre-Soviet,8.9
Botlikh,"Alekseev, Azaev 2019",революционер,nʲ,n,no_change,13,1,no_change,Pre-Soviet,8.9
Botlikh,"Alekseev, Azaev 2019",революционер,e,e,no_change,13,1,no_change,Pre-Soviet,8.9
