language;glottocode;lemma;pos;reference;meaning_ru;morph_deleted;target_ipa_morph;derived;target_ipa;russian_ipa;metathesis;problems;total_segments;match_count
Avar;avar1256;арт?л/ь;noun;Gimbatov 2006;артель;;;;a-r-t-'e-l;A-r-t-'e-l?;;;5;5
Bagvalal;bagv1239;АРТ?ИЛ;noun;Magomedova 2004;артель;;;;a-r-t-'i-l;A-r-t-'e-l?;;;5;4
Botlikh;botl1242;арте?л;noun;Alekseev, Azayev 2019;артель;;;;a-r-t-'e-l;A-r-t-'e-l?;;;5;5
Godoberi;ghod1238;АРТ?Л;noun;Saidova 2006;артель;;;;a-r-t-'e-l;A-r-t-'e-l?;;;5;5
Karata-Tukita;kara1474;АРТИ'Л;noun;Magomedova, Khalidova 2001;артель;;;;a-r-t-'i-l;A-r-t-'e-l?;;;5;4
Avar;avar1256;арт?ст;noun;Gimbatov 2006;артист;;;;a-r-t-'i-s-t;A-r-t?-'i-s-t;;;6;6
Bagvalal;bagv1239;АРТ?ИС;noun;Magomedova 2004;артист;;;;a-r-t-'i-s-0;A-r-t?-'i-s-t;;;6;5
Botlikh;botl1242;арти?ст;noun;Alekseev, Azayev 2019;артист;;;;a-r-t-'i-s-t;A-r-t?-'i-s-t;;;6;6
Botlikh;botl1242;арти?слъи;noun;Saidova, Abusov 2012;артист;-?i, N.DER;a-r-t-'i-s-?-i;;a-r-t-'i-s-0;A-r-t?-'i-s-t;;;6;5
Godoberi;ghod1238;АРТИ?СЛЪИ;noun;Saidova 2006;артист;-?i, N.DER;a-r-t-'i-s-?-i;;a-r-t-'i-s-0;A-r-t?-'i-s-t;;;6;5
Godoberi;ghod1238;АРТИ?СТ/И;noun;Saidova 2006;артист;;;;a-r-t-'i-s-t-i;A-r-t?-'i-s-t-0;;;7;6
Avar;avar1256;арт?стка;noun;Gimbatov 2006;артистка;;;;a-r-t-'i-s-t-k-a;A-r-t?-'i-s-t-k-A;;;8;8
Botlikh;botl1242;арти?ска;noun;Saidova, Abusov 2012;артистка;;;;a-r-t-'i-s-0-k-a;A-r-t?-'i-s-t-k-A;;;8;7
Godoberi;ghod1238;АРТИ?СКА;noun;Saidova 2006;артистка;;;;a-r-t-'i-s-0-k-a;A-r-t?-'i-s-t-k-A;;;8;7
Avar;avar1256;арх?в;noun;Gimbatov 2006;архив;;;;a-r-?-'i-w;A-r-x?-'i-V;;;5;3
Bagvalal;bagv1239;АРХ?ИВ;noun;Magomedova 2004;архив;;;;a-r-?-'i-w;A-r-x?-'i-V;;;5;3
Andi;andi1255;арщун;noun;Salimov 2010;аршин;;;;a-r-??-u-n;A-r-?-'i-n;;;5;4
Avar;avar1256;гІарш?н;noun;Gimbatov 2006;аршин;;;;?-a-r-?-'u-n;0-A-r-?-'i-n;;;6;4
Botlikh;botl1242;гIаршин;noun;Alekseev, Azayev 2019;аршин;;;;?-a-r-?-i-n;0-A-r-?-'i-n;;;6;5
Bagvalal;bagv1239;АСВ?ЛТ;noun;Magomedova 2004;асфальт;;;;a-s-w-'a-l-t;A-s-V-'a-l?-t;;;6;5
Botlikh;botl1242;асва?лт;noun;Alekseev, Azayev 2019;асфальт;;;;a-s-w-'a-l-t;A-s-V-'a-l?-t;;;6;5
Botlikh;botl1242;ата?ка;noun;Alekseev, Azayev 2019;атака;;;;a-t-'a-k-a;A-t-'a-k-A;;;5;5
Bagvalal;bagv1239;АТIР?С;noun;Magomedova 2004;атлас;;;;a-t'-r-'a-s;A-t-l-'a-s;;;5;3
Andi;andi1255;атистати;noun;Salimov 2010;аттестат;;;;a-t-i-s-t-a-t-i;A-t?-E-s-t-'a-t-0;;;8;6
Avar;avar1256;аттеста?т;noun;Gimbatov 2006;аттестат;;;;a-t-t-e-s-t-'a-t;A-t?-0-E-s-t-'a-t;;;8;7
Bagvalal;bagv1239;АТИСТ?Т;noun;Magomedova 2004;аттестат;;;;a-t-i-s-t-'a-t;A-t?-E-s-t-'a-t;;;7;6
Botlikh;botl1242;атиста?т;noun;Alekseev, Azayev 2019;аттестат;;;;a-t-i-s-t-'a-t;A-t?-E-s-t-'a-t;;;7;6
Avar;avar1256;аэродр?м;noun;Gimbatov 2006;аэродром;;;;a-e-r-o-d-r-'o-m;A-E-r-O-d-r-'o-m;;;8;8
Bagvalal;bagv1239;АЙРАДР?М;noun;Magomedova 2004;аэродром;;;;a-j-r-a-d-r-'o-m;A-E-r-O-d-r-'o-m;;;8;6
Akhvakh;akhv1239;гIе?рапула';noun;Magomedova, Abdulayeva 2007;аэроплан;;;;?-0-e?-r-a-p-u-l-'a-0;0-A-E-r-O-p-0-l-'a-n;;;10;5
Andi;andi1255;айриплан;noun;Salimov 2010;аэроплан;;;;a-j-r-i-p-l-a-n;a-E-r-O-p-l-'a-n;;;8;6
Avar;avar1256;аэропла?н;noun;Gimbatov 2006;аэроплан;;;;a-e-r-o-p-l-'a-n;A-E-r-O-p-l-'a-n;;;8;8
Avar;avar1256;айр?палан;noun;Gimbatov 2006;аэроплан;;;;a-j-r-'i-p-a-l-a-n;A-E-r-O-p-0-l-'a-n;;;9;6
Botlikh;botl1242;алипула?н;noun;Alekseev, Azayev 2019;аэроплан;;;;a-0-l-i-p-u-l-'a-n;A-E-r-O-p-0-l-'a-n;;;9;5
Godoberi;ghod1238;АЙРУПАЛ?Н;noun;Saidova 2006;аэроплан;;;;a-j-r-u-p-a-l-'a-n;A-E-r-O-p-0-l-'a-n;;;9;6
Avar;avar1256;ба?за;noun;Gimbatov 2006;база;;;;b-'a-z-a;b-'a-z-A;;;4;4
Bagvalal;bagv1239;Б?ЗА;noun;Magomedova 2004;база;;;;b-'a-z-a;b-'a-z-A;;;4;4
Botlikh;botl1242;ба?за;noun;Alekseev, Azayev 2019;база;;;;b-'a-z-a;b-'a-z-A;;;4;4
Botlikh;botl1242;бак;noun;Alekseev, Azayev 2019;бак;;;;b-a-k;b-'a-k;;;3;3
Akhvakh;akhv1239;ба'дража;noun;Magomedova, Abdulayeva 2007;баклажан;;;;b-'a-d-r-a-?-a-0;b-A-k-l-A-?-'a-n;;;8;4
Avar;avar1256;бад?ржан;noun;Gimbatov 2006;баклажан;;;;b-a-d-i-r-?-'a-n;b-A-k-l-A-?-'a-n;;;8;4
Avar;avar1256;бакла?жан;noun;Gimbatov 2006;баклажан;;;;b-a-k-l-a-?-'a-n;b-A-k-l-A-?-'a-n;;;8;7
Bagvalal;bagv1239;БАДИРЖ?Н;noun;Magomedova 2004;баклажан;;;;b-a-d-i-r-?-'a-n;b-A-k-l-A-?-'a-n;;;8;4
Botlikh;botl1242;баглажа?н;noun;Alekseev, Azayev 2019;баклажан;;;;b-a-?-l-a-?-'a-n;b-A-k-l-A-?-'a-n;;;8;6
Botlikh;botl1242;баклажа?н;noun;Saidova, Abusov 2012;баклажан;;;;b-a-k-l-a-?-'a-n;b-A-k-l-A-?-'a-n;;;8;7
Chamalal;cham1309;БАДИ?РЖА?;noun;Magomedova 1999;баклажан;;;;b-a-d-'i-r-?-a?-0;b-A-k-l-A-?-'a-n;;;8;3
Godoberi;ghod1238;БАКЛАЖ?Н;noun;Saidova 2006;баклажан;;;;b-a-k-l-a-?-'a-n;b-A-k-l-A-?-'a-n;;;8;7
Akhvakh;akhv1239;макъулу'щка;noun;Magomedova, Abdulayeva 2007;баклажка;;;;m-a-q'?-u-l-'u-??-k-a;b-A-k-0-l-'a-ZH-k-A;;;9;2
Botlikh;botl1242;макъла?шка;noun;Saidova, Abusov 2012;баклажка;;;;m-a-q'-l-'a-?-k-a;b-A-k-l-'a-ZH-k-A;;;8;3
Godoberi;ghod1238;МАРКIАЛ?ШКА;noun;Saidova 2006;баклажка;;;;m-a-r-k'-a-l-'a-?-k-a;b-A-0-k-0-l-'a-ZH-k-A;;;10;3
Tindi;tind1238;МАКIАЛ?ШКА;noun;Magomedova 2003;баклажка;;;;m-a-k'-a-l-'a-?-k-a;b-A-k-0-l-'a-ZH-k-A;;;9;3
Avar;avar1256;балала?йка;noun;Gimbatov 2006;балалайка;;;;b-a-l-a-l-'a-j-k-a;b-A-l-A-l-'a-j-k-A;;;9;9
Bagvalal;bagv1239;БАЛАЛ?ЙКА;noun;Magomedova 2004;балалайка;;;;b-a-l-a-l-'a-j-k-a;b-A-l-A-l-'a-j-k-A;;;9;9
Botlikh;botl1242;балала?йка;noun;Saidova, Abusov 2012;балалайка;;;;b-a-l-a-l-'a-j-k-a;b-A-l-A-l-'a-j-k-A;;;9;9
Godoberi;ghod1238;БАЛАЛ?ЙКЯ;noun;Saidova 2006;балалайка;;;;b-a-l-a-l-'e-j-k?-a;b-A-l-A-l-'a-j-k-A;;;9;8
Akhvakh;akhv1239;ба'лу?;noun;Magomedova, Abdulayeva 2007;баллон;;;;b-'a-l-u?-0;b-A-l-'o-n;;;5;3
Andi;andi1255;балон;noun;Salimov 2010;баллон;;;;b-a-l-o-n;b-A-l-'o-n;;;5;5
Avar;avar1256;балл?н;noun;Gimbatov 2006;баллон;;;;b-a-l-'o-n;b-A-l-'o-n;;;5;5
Botlikh;botl1242;бало?н;noun;Alekseev, Azayev 2019;баллон;;;;b-a-l-'o-n;b-A-l-'o-n;;;5;5
Botlikh;botl1242;балза?м;noun;Alekseev, Azayev 2019;бальзам;;;;b-a-l-z-'a-m;b-A-l?-z-'a-m;;;6;6
Avar;avar1256;бана?н;noun;Gimbatov 2006;банан;;;;b-a-n-'a-n;b-A-n-'a-n;;;5;5
Botlikh;botl1242;бана?н;noun;Alekseev, Azayev 2019;банан;;;;b-a-n-'a-n;b-A-n-'a-n;;;5;5
Avar;avar1256;бандер?л/ь;noun;Gimbatov 2006;бандероль;;;;b-a-n-d-e-r-'o-l;b-A-n-d-E-r-'o-l?;;;8;8
Botlikh;botl1242;бандеро?л;noun;Alekseev, Azayev 2019;бандероль;;;;b-a-n-d-e-r-'o-l;b-A-n-d-E-r-'o-l?;;;8;8
Andi;andi1255;пандур;noun;Salimov 2010;бандура;;;;p-a-n-d-u-r-0;b-A-n-d-'u-r-A;;;7;5
Andi;andi1255;пандурчи;noun;Salimov 2010;бандура;-t?i, NM. DER;p-a-n-d-u-r-t?-i;1;p-a-n-d-u-r-0;b-A-n-d-'u-r-A;;;7;5
Avar;avar1256;банк;noun;Gimbatov 2006;банк;;;;b-a-n-k;b-'a-n-k;;;4;4
Botlikh;botl1242;банк;noun;Alekseev, Azayev 2019;банк;;;;b-a-n-k;b-'a-n-k;;;4;4
Botlikh;botl1242;ба?нк/а;noun;Saidova, Abusov 2012;банк;;;;b-'a-n-k-a;b-'a-n-k-0;;;5;4
Godoberi;ghod1238;Б?НКА;noun;Saidova 2006;банк;;;;b-'a-n-k-a;b-'a-n-k-0;;;5;4
Andi;andi1255;банка;noun;Salimov 2010;банка;;;;b-a-n-k-a;b-'a-n-k-A;;;5;5
Avar;avar1256;ба?нка;noun;Gimbatov 2006;банка;;;;b-'a-n-k-a;b-'a-n-k-A;;;5;5
Bagvalal;bagv1239;Б??КА;noun;Magomedova 2004;банка;;;;b-'a-0-k-a;b-'a-n-k-A;;;5;4
Bagvalal;bagv1239;Б?НКА;noun;Magomedova 2004;банка;;;;b-'a-n-k-a;b-'a-n-k-A;;;5;5
Bagvalal;bagv1239;М??КА;noun;Magomedova 2004;банка;;;;m-'a-0-k-a;b-'a-n-k-A;;;5;3
Botlikh;botl1242;ба?нка;noun;Alekseev, Azayev 2019;банка;;;;b-'a-n-k-a;b-'a-n-k-A;;;5;5
Godoberi;ghod1238;Б?НКЯ;noun;Saidova 2006;банка;;;;b-'a-n-k?-a;b-'a-n-k-A;;;5;5
Avar;avar1256;банк?т;noun;Gimbatov 2006;банкет;;;;b-a-n-k-'e-t;b-A-n-k?-'e-t;;;6;6
Botlikh;botl1242;банке?т;noun;Alekseev, Azayev 2019;банкет;;;;b-a-n-k-'e-t;b-A-n-k?-'e-t;;;6;6
Godoberi;ghod1238;БАНК?Т/И;noun;Saidova 2006;банкет;;;;b-a-n-k?-'e-t-i;b-A-n-k?-'e-t-0;;;7;6
Botlikh;botl1242;ба?ни;noun;Alekseev, Azayev 2019;баня;;;;b-'a-n-i;b-'a-n?-A;;;4;3
Bagvalal;bagv1239;БАТАР?ЙА;noun;Magomedova 2004;батарея;;;;b-a-t-a-r-'e-j-a;b-A-t-A-r?-'e-j-A;;;8;8
Avar;avar1256;башк?р;noun;Gimbatov 2006;башкир;;;;b-a-?-k-i-r;b-A-?-k?-'i-r;;;6;6
Avar;avar1256;башк?ра/в;noun;Gimbatov 2006;башкир;-aw, CL;b-a-?-k-'i-r-a-w;1;b-a-?-k-i-r;b-A-?-k?-'i-r;;;6;6
Botlikh;botl1242;башки?рав;noun;Alekseev, Azayev 2019;башкир;-aw, CL;b-a-?-k-'i-r-a-w;;b-a-?-k-'i-r;b-A-?-k?-'i-r;;;6;6
Godoberi;ghod1238;БАШКИ?РА/В;noun;Saidova 2006;башкир;-aw, CL;b-a-?-k?-'i-r-a-w;;b-a-?-k?-'i-r;b-A-?-k?-'i-r;;;6;6
Karata-Tukita;kara1474;БАШКИ'РАВ;noun;Magomedova, Khalidova 2001;башкир;-aw, CL;b-a-?-k-'i-r-a-w;;b-a-?-k-'i-r;b-A-?-k?-'i-r;;;6;6
Avar;avar1256;башк?ра/й;noun;Gimbatov 2006;башкир;-aj, CL;b-a-?-k-'i-r-a-j;1;b-a-?-k-i-r;b-A-?-k?-'i-r;;;6;6
Botlikh;botl1242;башки?рай;noun;Alekseev, Azayev 2019;башкир;-aj, CL;b-a-?-k-'i-r-a-j;1;b-a-?-k-'i-r;b-A-?-k?-'i-r;;;6;6
Godoberi;ghod1238;БАШКИРА/Й II;noun;Saidova 2006;башкир;-aj, CL;b-a-?-k?-i-r-a-j;1;b-a-?-k?-'i-r;b-A-?-k?-'i-r;;;6;6
Karata-Tukita;kara1474;БАШКИ'РАЙ;noun;Magomedova, Khalidova 2001;башкир;-aj, CL;b-a-?-k-'i-r-a-j;1;b-a-?-k-'i-r;b-A-?-k?-'i-r;;;6;6
Avar;avar1256;башк?разул;adj;Gimbatov 2006;башкир;-azul, ADJZ;b-a-?-k-'i-r-a-z-u-l;1;b-a-?-k-i-r;b-A-?-k?-'i-r;;;6;6
Botlikh;botl1242;башки?ралуб;adj;Alekseev, Azayev 2019;башкир;-alub, ADJZ;b-a-?-k-'i-r-a-l-u-b;1;b-a-?-k-'i-r;b-A-?-k?-'i-r;;;6;6
Akhvakh;akhv1239;башки'ро;noun;Magomedova, Abdulayeva 2007;башкир;-o, PL;b-a-?-k-'i-r-o;;b-a-?-k-'i-r;b-A-?-k?-'i-r;;;6;6
Avar;avar1256;башк?ра/л;noun;Gimbatov 2006;башкир;-al, PL;b-a-?-k-'i-r-a-l;1;b-a-?-k-i-r;b-A-?-k?-'i-r;;;6;6
Bagvalal;bagv1239;БАШК?ИРАД/И;noun;Magomedova 2004;башкир;-adi, PL;b-a-?-k-'i-r-a-d-i;;b-a-?-k-'i-r;b-A-?-k?-'i-r;;;6;6
Botlikh;botl1242;башки?рал;noun;Alekseev, Azayev 2019;башкир;-al, PL;b-a-?-k-'i-r-a-l;1;b-a-?-k-'i-r;b-A-?-k?-'i-r;;;6;6
Chamalal;cham1309;БАШКИ?РАЛИ;noun;Magomedova 1999;башкир;-ali, PL;b-a-?-k-'i-r-a-l-i;;b-a-?-k-'i-r;b-A-?-k?-'i-r;;;6;6
Godoberi;ghod1238;БАШКИ?РА/Л;noun;Saidova 2006;башкир;-al, PL;b-a-?-k?-'i-r-a-l;1;b-a-?-k?-'i-r;b-A-?-k?-'i-r;;;6;6
Karata-Tukita;kara1474;БАШКИ'РДИ;noun;Magomedova, Khalidova 2001;башкир;-di, PL;b-a-?-k-'i-r-d-i;1;b-a-?-k-'i-r;b-A-?-k?-'i-r;;;6;6
Akhvakh;akhv1239;пашли'хъи;noun;Magomedova, Abdulayeva 2007;башлык;;;;p-a-?-l-'i-q?-i;b-A-?-l-'i-k-0;;;7;4
Andi;andi1255;башлукъи;noun;Salimov 2010;башлык;;;;b-a-?-l-u-q'-i;b-A-?-l-'i-k-0;;;7;4
Avar;avar1256;башл?хъ;noun;Gimbatov 2006;башлык;;;;b-a-?-l-'i-q;b-A-?-l-'i-k;;;6;5
Avar;avar1256;пашл?хъ;noun;Gimbatov 2006;башлык;;;;p-a-?-l-'i-q;b-A-?-l-'i-k;;;6;4
Bagvalal;bagv1239;ПАШЛ?ИКЪ;noun;Magomedova 2004;башлык;;;;p-a-?-l-'i-q';b-A-?-l-'i-k;;;6;4
Botlikh;botl1242;башлу?хъ;noun;Saidova, Abusov 2012;башлык;;;;b-a-?-l-'u-q;b-A-?-l-'i-k;;;6;4
Godoberi;ghod1238;БАШЛИ?КЪ;noun;Saidova 2006;башлык;;;;b-a-?-l-'i-q';b-A-?-l-'i-k;;;6;5
Godoberi;ghod1238;ПАШИЛИ?КЪ/И;noun;Saidova 2006;башлык;;;;p-a-?-i-l-'i-q'-i;b-A-?-0-l-'i-k-0;;;8;4
Karata-Tukita;kara1474;БАШИЛАХЪ;noun;Magomedova, Khalidova 2001;башлык;;;;b-a-?-i-l-a-q;b-A-?-0-l-'i-k;;;7;4
Karata-Tukita;kara1474;ПАШЛИ'ХЪ;noun;Magomedova, Khalidova 2001;башлык;;;;p-a-?-l-'i-q;b-A-?-l-'i-k;;;6;4
Tindi;tind1238;ПАШЛУ?ХЪИ;noun;Magomedova 2003;башлык;;;;p-a-?-l-'u-q-i;b-A-?-l-'i-k-0;;;7;3
Andi;andi1255;башмакъи;noun;Salimov 2010;башмак;;;;b-a-?-m-a-q'-i;b-A-?-m-'a-k-0;;;7;5
Avar;avar1256;башма?къ;noun;Gimbatov 2006;башмак;;;;b-a-?-m-'a-q';b-A-?-m-'a-k;;;6;5
Bagvalal;bagv1239;БАШМ?КЪ;noun;Magomedova 2004;башмак;;;;b-a-?-m-'a-q';b-A-?-m-'a-k;;;6;5
Bagvalal;bagv1239;ПАШМ?КЪ;noun;Magomedova 2004;башмак;;;;p-a-?-m-'a-q';b-A-?-m-'a-k;;;6;4
Botlikh;botl1242;башма?к;noun;Alekseev, Azayev 2019;башмак;;;;b-a-?-m-'a-k;b-A-?-m-'a-k;;;6;6
Godoberi;ghod1238;ПАШМ?КЪ/И;noun;Saidova 2006;башмак;;;;p-a-?-m-'a-q'-i;b-A-?-m-'a-k-0;;;7;4
Botlikh;botl1242;белару?са=в;noun;Alekseev, Azayev 2019;беларус;-aw, CL;b-e-l-a-r-'u-s-a-w;;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Botlikh;botl1242;белару?сав;noun;Saidova, Abusov 2012;беларус;-aw, CL;b-e-l-a-r-'u-s-a-w;;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Godoberi;ghod1238;БЕЛАРУ?СА/В;noun;Saidova 2006;беларус;-aw, CL;b-e-l-a-r-'u-s-a-w;;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Karata-Tukita;kara1474;БЕЛАРУ'САВ;noun;Magomedova, Khalidova 2001;беларус;-aw, CL;b-e-l-a-r-'u-s-a-w;;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Botlikh;botl1242;белару?са=й;noun;Alekseev, Azayev 2019;беларус;-aj, CL;b-e-l-a-r-'u-s-a-j;1;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Botlikh;botl1242;белару?сай;noun;Saidova, Abusov 2012;беларус;-aj, CL;b-e-l-a-r-'u-s-a-j;1;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Godoberi;ghod1238;БЕЛАРУ?СА/Й;noun;Saidova 2006;беларус;-aj, CL;b-e-l-a-r-'u-s-a-j;1;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Karata-Tukita;kara1474;БЕЛАРУ'САЙ;noun;Magomedova, Khalidova 2001;беларус;-aj, CL;b-e-l-a-r-'u-s-a-j;1;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Akhvakh;akhv1239;белару'со;noun;Magomedova, Abdulayeva 2007;беларус;-o, PL;b-e-l-a-r-'u-s-o;;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Bagvalal;bagv1239;БЕЛАР?УСАД/И;noun;Magomedova 2004;беларус;-adi, PL;b-e-l-a-r-'u-s-a-d-i;;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Botlikh;botl1242;белару?са=л;noun;Alekseev, Azayev 2019;беларус;-al, PL;b-e-l-a-r-'u-s-a-l;1;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Botlikh;botl1242;белару?сал;noun;Saidova, Abusov 2012;беларус;-al, PL;b-e-l-a-r-'u-s-a-l;1;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Chamalal;cham1309;БЕЛАРУ?САЛИ;noun;Magomedova 1999;беларус;-ali, PL;b-e-l-a-r-'u-s-a-l-i;;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Godoberi;ghod1238;БЕЛАРУ?СИЙА/Л;noun;Saidova 2006;беларус;-ijal, PL;b-e-l-a-r-'u-s-i-j-a-l;1;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Karata-Tukita;kara1474;БЕЛАРУ'САДИ;noun;Magomedova, Khalidova 2001;беларус;-adi, PL;b-e-l-a-r-'u-s-a-d-i;1;b-e-l-a-r-'u-s;b?-E-l-O-r-'u-s;;;7;6
Botlikh;botl1242;белги?йца=в;noun;Alekseev, Azayev 2019;бельгиец;-aw, CL;b-e-l-?-'i-j-ts-a-w;;b-e-l-?-'i-j-0-ts;b?-E-l?-g?-'i-j-E-ts;;;8;6
Botlikh;botl1242;белги?йца=й;noun;Alekseev, Azayev 2019;бельгиец;-aj, CL;b-e-l-?-'i-j-ts-a-j;1;b-e-l-?-'i-j-0-ts;b?-E-l?-g?-'i-j-E-ts;;;8;6
Botlikh;botl1242;белги?йца=л;noun;Alekseev, Azayev 2019;бельгиец;-al, PL;b-e-l-?-'i-j-ts-a-l;1;b-e-l-?-'i-j-0-ts;b?-E-l?-g?-'i-j-E-ts;;;8;6
Avar;avar1256;бенз?н;noun;Gimbatov 2006;бензин;;;;b-e-n-z-'i-n;b?-E-n-z?-'i-n;;;6;6
Bagvalal;bagv1239;БИРЗ?ИН;noun;Magomedova 2004;бензин;;;;b-i-r-z-'i-n;b?-E-n-z?-'i-n;;;6;4
Botlikh;botl1242;бензи?н;noun;Alekseev, Azayev 2019;бензин;;;;b-e-n-z-'i-n;b?-E-n-z?-'i-n;;;6;6
Botlikh;botl1242;бинзи?н;noun;Saidova, Abusov 2012;бензин;;;;b-i-n-z-'i-n;b?-E-n-z?-'i-n;;;6;5
Godoberi;ghod1238;БИНЗИ?Н;noun;Saidova 2006;бензин;;;;b-i-n-z-'i-n;b?-E-n-z?-'i-n;;;6;5
Botlikh;botl1242;бензаво?з;noun;Alekseev, Azayev 2019;бензовоз;;;;b-e-n-z-a-w-'o-z;b?-E-n-z-O-v-'o-Z;;;8;6
Botlikh;botl1242;партилъи гучIо;adj;Alekseev, Azayev 2019;партия;"-?i, N.DER; -?ut?'o, NEG";p-a-r-t-i-?-i ?-u-t?'-o;;p-a-r-t-i-0-0;p-'a-r-t?-I-j-A;;;7;5
Avar;avar1256;бет?н;noun;Gimbatov 2006;бетон;;;;b-e-t-'o-n;b?-E-t-'o-n;;;5;5
Botlikh;botl1242;бето?н;noun;Alekseev, Azayev 2019;бетон;;;;b-e-t-'o-n;b?-E-t-'o-n;;;5;5
Chamalal;cham1309;БИБИ??П;noun I;Magomedova 1999;бибип;;;;b-i-b-'i-p;b?-I-b?-'i-p;;;5;5
Avar;avar1256;библи?тека;noun;Gimbatov 2006;библиотека;;;;b-i-b-l-i-'o-t-e-k-a;b?-I-b-l?-I-O-t?-'e-k-A;;;10;10
Bagvalal;bagv1239;БИБЛАТ??ЕКА;noun;Magomedova 2004;библиотека;;;;b-i-b-l-0-a-t-'e?-k-a;b?-I-b-l?-I-O-t?-'e-k-A;;;10;8
Avar;avar1256;библи?текар/ь;noun;Gimbatov 2006;библиотекарь;;;;b-i-b-l-i-'o-t-e-k-a-r;b?-I-b-l?-I-O-t?-'e-k-A-r?;;;11;11
Bagvalal;bagv1239;БИБЛАТ??ЕКАР;noun;Magomedova 2004;библиотекарь;;;;b-i-b-l-0-a-t-'e?-k-a-r;b?-I-b-l?-I-O-t?-'e-k-A-r?;;;11;9
Akhvakh;akhv1239;биту';noun;Magomedova, Abdulayeva 2007;бидон;;;;b-i-t-'u-0;b?-I-d-'o-n;;;5;2
Avar;avar1256;бид?н;noun;Gimbatov 2006;бидон;;;;b-i-d-'o-n;b?-I-d-'o-n;;;5;5
Bagvalal;bagv1239;БИТ?Н;noun;Magomedova 2004;бидон;;;;b-i-t-'o-n;b?-I-d-'o-n;;;5;4
Botlikh;botl1242;бито?н;noun;Alekseev, Azayev 2019;бидон;;;;b-i-t-'o-n;b?-I-d-'o-n;;;5;4
Botlikh;botl1242;биту?н;noun;Saidova, Abusov 2012;бидон;;;;b-i-t-'u-n;b?-I-d-'o-n;;;5;3
Godoberi;ghod1238;БИТУ?Н;noun;Saidova 2006;бидон;;;;b-i-t-'u-n;b?-I-d-'o-n;;;5;3
Karata-Tukita;kara1474;БИТУ'Н;noun;Magomedova, Khalidova 2001;бидон;;;;b-i-t-'u-n;b?-I-d-'o-n;;;5;3
Andi;andi1255;билети;noun;Salimov 2010;билет;;;;b-i-l-e-t-i;b?-I-l?-'e-t-0;;;6;5
Avar;avar1256;б?лет;noun;Gimbatov 2006;билет;;;;b-'i-l-e-t;b?-I-l?-'e-t;;;5;5
Bagvalal;bagv1239;БЕЛ?Т;noun;Magomedova 2004;билет;;;;b-e-l-'e-t;b?-I-l?-'e-t;;;5;4
Botlikh;botl1242;биле?т;noun;Alekseev, Azayev 2019;билет;;;;b-i-l-'e-t;b?-I-l?-'e-t;;;5;5
Botlikh;botl1242;беле?т;noun;Saidova, Abusov 2012;билет;;;;b-e-l-'e-t;b?-I-l?-'e-t;;;5;4
Godoberi;ghod1238;БЕЛ?Т/И;noun;Saidova 2006;билет;;;;b-e-l-'e-t-i;b?-I-l?-'e-t-0;;;6;4
Tindi;tind1238;БЕЛ?Т/И;noun;Magomedova 2003;билет;;;;b-e-l-'e-t-i;b?-I-l?-'e-t-0;;;6;4
Avar;avar1256;билья?рд;noun;Gimbatov 2006;бильярд;;;;b-i-l-j-'a-r-d;b?-I-l?-j-'a-r-D;;;7;7
Botlikh;botl1242;билиа?рд;noun;Alekseev, Azayev 2019;бильярд;;;;b-i-l-i-'a-r-d;b?-I-l?-j-'a-r-D;;;7;6
Botlikh;botl1242;бинт;noun;Alekseev, Azayev 2019;бинт;;;;b-i-n-t;b?-'i-n-t;;;4;4
Bagvalal;bagv1239;Б?ИРКIА;noun;Magomedova 2004;бирка;;;;b-'i-r-k'-a;b?-'i-r-k-A;;;5;4
Chamalal;cham1309;БИ?РКА;noun;Magomedova 1999;бирка;;;;b-'i-r-k-a;b?-'i-r-k-A;;;5;5
Avar;avar1256;бланк;noun;Gimbatov 2006;бланк;;;;b-l-'a-n-k;b-l-'a-n-k;;;5;5
Bagvalal;bagv1239;БАЛ?НК;noun;Magomedova 2004;бланк;;;;b-a-l-'a-n-k;b-0-l-'a-n-k;;;6;5
Botlikh;botl1242;бала?нк;noun;Alekseev, Azayev 2019;бланк;;;;b-a-l-'a-n-k;b-0-l-'a-n-k;;;6;5
Botlikh;botl1242;бала?т;noun;Alekseev, Azayev 2019;блат;;;;b-a-l-'a-t;b-0-l-'a-t;;;5;4
